Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
8.729866125,5.913003845,-12.56232651,-4.765190735,14.67932916
8.739656125,6.841972046,-10.80962128,-5.595214691,13.96305558
8.749483125,6.976841583,-9.964179382,-6.559210052,13.81971149
8.759293125,7.266788635,-9.376052399,-7.054380341,13.80148027
8.769100125,7.564070435,-8.915909271,-6.96666275,13.61040005
8.778908125,7.781717834,-9.451345825,-5.783223724,13.53989465
8.788717125,8.577463074,-9.021888885,-4.631369019,13.28220354
8.798524125,9.409283295,-8.466244354,-3.580703888,13.154214
8.808332125,10.21386017,-7.501799927,-3.076851654,13.04097227
8.818141125,10.81007034,-6.253695374,-3.213517456,12.89546514
8.827951125,11.07307343,-4.950954437,-3.797153778,12.70996781
8.837761125,11.10375961,-3.236120453,-5.064268799,12.62587706
8.847570125,11.06319397,-1.75749527,-6.60276947,13.00306176
8.857378125,11.24341919,-0.101039886,-8.338709564,13.99852711
8.867187125,11.97434921,2.02888092,-10.16655853,15.8385703
8.876997125,13.40687027,4.148024139,-12.14065338,18.55655515
8.886806125,14.52938599,6.460864563,-13.52916595,20.87783896
8.896614125,15.61103668,8.415499878,-14.22387131,22.73419494
8.906422125,16.44525192,8.325387268,-13.07216629,22.59734311
8.916228125,16.38178391,6.38048172,-11.42439285,20.9664051
8.926041125,16.78279999,5.567372589,-9.588760071,20.11472925
8.935850125,16.68610107,5.064717865,-9.089099121,19.66441097
8.945660125,15.72315353,3.165916443,-9.540560303,18.66180256
8.955469125,14.56306595,1.234333191,-9.696835327,17.53952917
8.965280125,13.13787964,0.251926117,-9.430239716,16.17395342
8.975089125,11.32350266,-0.859512634,-9.240733795,14.64075256
8.984899125,8.436456299,-1.774110718,-8.518036652,12.11933216
8.994706125,7.654931488,-1.04258194,-6.854545898,10.32810499
9.004516125,6.478527832,1.333127747,-5.193150787,8.4093619
9.014326125,5.350323944,4.274211731,-4.155059509,8.009954541
9.024137125,5.93470871,6.104006653,-3.066373444,9.048884505
9.033947125,7.129524078,5.934109955,-2.541115723,9.617746288
9.043734125,8.041577454,4.019890594,-1.991309052,9.208246308
9.053566125,8.530909882,1.381776581,-1.481169891,8.768100945
9.063375125,8.606802063,-0.737815704,-0.893192596,8.684423227
9.073181125,8.109236755,-1.627715149,0.039966888,8.271080625
9.08298,6.903194733,-2.100581818,1.520088959,7.374090583
9.092789,5.614374847,-2.687960358,3.454216919,7.118844733
9.102598,4.487069092,-2.832260284,5.251828766,7.465734575
9.112407,3.861070862,-2.769391022,6.337670746,7.921077282
9.122214,3.833378448,-2.193388824,7.150181122,8.404215308
9.132023,4.431833954,-2.988086243,8.52177887,10.05935021
9.141832,5.065765686,-3.401676178,9.258546753,11.08846566
9.151641,5.45615387,-3.232378235,9.344767456,11.29347435
9.161452,5.264103241,-2.986888733,9.517807617,11.27922644
9.17126,4.876110077,-2.799179077,9.445957031,10.99263195
9.18107,4.399950256,-2.123933258,9.289532318,10.49600235
9.19088,3.955374756,-1.294807434,9.517657928,10.38784521
9.200688,3.637136536,-1.021026764,10.41234741,11.0764722
9.210497,3.699706421,-2.166145477,11.04867416,11.8512959
9.220302,4.089046783,-3.811673584,11.3746962,12.67410244
9.230115,4.26029068,-4.719385986,12.05323517,13.62729462
9.239923,3.908671875,-5.357658691,13.07620789,14.66183601
9.249734,3.478167114,-6.349496155,14.00712204,15.76747335
9.259542,3.102747803,-7.159162445,14.4880719,16.45554248
9.26935,2.938838654,-7.771988068,14.57668762,16.77856946
9.279159,2.474055176,-8.194409637,14.61096634,16.93368346
9.288967,2.012115784,-7.915240173,15.2392099,17.28968349
9.298776,1.944157104,-7.590715027,15.72644669,17.57042478
9.308586,2.353705444,-7.979007568,15.5670282,17.65040674
9.318394,2.72044281,-8.644373932,15.9134079,18.31290694
9.328203,2.951562195,-8.624165955,16.32699783,18.69916619
9.338012,3.025209045,-8.015830994,16.10306351,18.24045204
9.347801,3.159779205,-7.877368927,15.6081926,17.76662101
9.357628,3.28671524,-7.877219238,15.49353104,17.68905266
9.367436,3.363655243,-8.018525391,15.38800049,17.67488289
9.377244,3.345393219,-8.184230804,15.21540939,17.59778317
9.387053,3.164718933,-8.384214935,15.41479477,17.83049085
9.39686,3.009192352,-8.72415802,15.55400528,18.08571956
9.406667,2.913241882,-9.197024689,15.61657516,18.35618864
9.416475,2.510878601,-9.475146332,15.65130295,18.46743602
9.426283,2.032772827,-9.174272003,15.67884567,18.27910375
9.436092,1.74581955,-8.988957367,15.70384369,18.17855734
9.445902,1.769470367,-9.220525818,15.2113678,17.87553725
9.455713,1.74806488,-8.760532379,14.54016357,17.06514035
9.465522,1.685944061,-8.278085632,14.14678162,16.47727342
9.475331,1.823807373,-8.077203369,13.5457814,15.87626157
9.485109,1.805545349,-7.619305573,13.19431229,15.34287092
9.494937,1.66858017,-7.098239136,13.0057045,14.91031549
9.504757,1.457668762,-6.69288208,12.91693909,14.62076551
9.514566,1.504521332,-6.20384903,12.72219406,14.2339576
9.524345,1.383722534,-5.620212708,12.54346573,13.81448556
9.534183,1.228944397,-5.266647949,12.52385651,13.64165924
9.543992,1.216969299,-4.786296844,12.24423798,13.2026897
9.5538,1.19930603,-4.207151184,11.81238602,12.59646456
9.563608,1.175206146,-3.742218018,11.46271317,12.11524239
9.573415,1.501826935,-2.842289429,10.66322571,11.13725621
9.583226,1.584455109,-2.351310425,9.896669769,10.29481575
9.593034,1.483265533,-1.791025543,9.128616943,9.420164353
9.602845,1.175505524,-1.118923187,8.435258789,8.589958858
9.612653,1.021924896,-0.439186707,7.780370636,7.859477253
9.622462,0.921932831,0.060324554,7.02399353,7.084496052
9.632274,0.718655548,0.468226318,6.463858337,6.520518866
9.642083,0.343086548,0.818348236,5.97677124,6.042284061
9.651892,0.12992981,1.047072601,5.395529938,5.497725539
9.661704,-0.024249573,1.204994202,4.73884552,4.889709187
9.671513,-0.291893005,1.264570313,4.067042542,4.269095295
9.681323,-0.686173096,1.128203888,3.612288208,3.846076394
9.691132,-1.385967865,1.070424042,3.394191742,3.819326136
9.700939,-2.105072479,1.232237549,3.212918701,4.033929362
9.710751,-2.748135223,1.529968414,2.909200287,4.284448257
9.72056,-3.334465942,1.804198151,2.599045258,4.596610745
9.730369,-3.768712921,1.760489044,2.136207733,4.67609904
9.740181,-4.104913788,1.5129039,1.543440399,4.639116692
9.749989,-4.385879517,1.199904785,1.179846497,4.69763221
9.759798,-4.864134979,0.843346252,1.035396881,5.044114263
9.769609,-5.331612854,0.727636871,1.033750305,5.479433432
9.779419,-5.713019714,0.74769516,1.306483154,5.908006478
9.789229,-6.067781982,0.767154694,1.854493561,6.391060231
9.799038,-6.223757629,0.837209015,2.395468597,6.721186485
9.808847,-6.425687714,0.840801544,2.815495148,7.065650908
9.818656,-6.642886047,0.647852783,3.302731934,7.446857491
9.828441,-6.690936127,0.405656433,3.639830933,7.627683306
9.838274,-6.822662201,0.427361298,3.720064087,7.782688096
9.848083,-7.333250427,0.637524261,3.895349579,8.328069846
9.857891,-7.968379669,0.870140533,4.179159393,9.039778334
9.8677,-8.468789063,1.021924896,4.446802826,9.619707587
9.87751,-8.779692535,0.826880493,4.539759521,9.918475129
9.887318,-8.826994171,0.392633514,4.515509949,9.922692038
9.897126,-8.918753357,-0.064815216,4.35040329,9.923425378
9.906936,-9.000034332,-0.33934433,3.91974884,9.822433687
9.916743,-8.894503784,-0.452509003,3.246748352,9.479363735
9.926552,-8.945847015,-0.634979553,2.604733429,9.338951445
9.93636,-9.206155701,-0.834813995,2.293081512,9.524097858
9.946169,-9.368118896,-1.027762756,2.358196106,9.714887381
9.955979,-9.413773956,-1.09991272,2.65727417,9.843274562
9.965788,-9.376351776,-1.199006653,2.925067291,9.89492841
9.975597,-9.249116364,-1.233135681,3.19555481,9.86297864
9.985406,-9.245673523,-1.264420624,3.67994751,10.0311142
9.995215,-9.636510773,-1.389410706,4.446054382,10.70327994
10.005021,-10.21146515,-1.381626892,5.359754333,11.61507124
10.014834,-10.65424438,-1.258882141,6.18618576,12.38412701
10.024642,-10.92637848,-1.09871521,6.886728973,12.96225126
10.034453,-11.14731903,-0.884510651,7.358248444,13.38614585
10.044261,-11.30539032,-0.572259979,7.751630402,13.71958839
10.054069,-11.40238861,-0.075443115,7.979456635,13.91732323
10.063878,-11.42873383,0.513731689,8.080795898,14.00639638
10.073688,-11.25868744,1.026415558,8.079299011,13.89556203
10.083496,-10.99448685,1.510658569,8.007448425,13.68503053
10.093305,-10.76246933,1.996398468,7.833061066,13.46005938
10.103113,-10.52970337,2.525548096,7.773185577,13.32949587
10.112922,-10.28286667,3.155138855,7.664212189,13.20728574
10.122732,-9.892029419,3.566932526,7.360493774,12.83558032
10.132541,-9.486971741,3.851341095,7.062164154,12.43823233
10.142351,-9.168284454,4.097279663,6.888225861,12.17755296
10.15216,-8.855435028,4.091890869,6.760092316,11.86849395
10.161969,-8.471932526,3.902983704,6.620432739,11.43840252
10.171777,-8.02795578,3.638334045,6.460714874,10.92823798
10.181585,-7.601941681,3.243754578,6.358776855,10.42811125
10.191394,-7.230713654,2.951113129,6.318660278,10.04578301
10.201204,-6.863227844,2.742447052,6.30324234,9.713690147
10.211013,-6.619983673,2.57419693,6.238427124,9.453499175
10.22082,-6.478078766,2.482737122,6.205645294,9.308035326
10.23063,-6.497837677,2.452649689,6.244863739,9.340005786
10.240438,-6.384972382,2.552941132,6.268065491,9.304516416
10.250247,-6.268514557,2.579436035,6.175258484,9.169600992
10.260056,-6.233637085,2.479144592,6.066434784,9.044668054
10.269865,-6.158792725,2.444117432,5.926625519,8.889844087
10.279675,-6.090834045,2.348017273,5.795348511,8.729118446
10.289484,-6.028862915,2.287842407,5.67724411,8.591420815
10.299293,-6.025869141,2.242786102,5.54851181,8.492771733
10.309083,-6.063291321,2.22317688,5.552553406,8.516857778
10.318913,-6.128256226,2.32960556,5.583838348,8.611726722
10.328721,-6.193071442,2.431543579,5.605243835,8.69972968
10.338531,-6.286028137,2.493814087,5.672903137,8.826952387
10.348338,-6.416556702,2.607577515,5.833519135,9.055473808
10.358147,-6.457272034,2.627785492,5.811065826,9.075797747
10.367958,-6.483317871,2.607128448,5.739813995,9.043008021
10.377766,-6.562652893,2.620151367,5.853427734,9.175849956
10.387575,-6.777306519,2.680775299,6.099216614,9.503624738
10.397385,-6.961124268,2.695444794,6.274502106,9.751515286
10.407194,-7.076833649,2.698588257,6.342610474,9.878899771
10.417004,-7.151079254,2.628983002,6.382727051,9.939250008
10.426814,-7.201224976,2.525997162,6.302194519,9.897270258
10.436622,-7.201674042,2.368524628,6.178551636,9.780006045
10.446434,-7.214996338,2.121238861,6.042185211,9.646959551
10.456243,-7.279512177,1.866917725,5.856720886,9.52774154
10.466054,-7.37037323,1.615440674,5.756579132,9.490534939
10.475863,-7.491022339,1.465602264,5.719007263,9.537843035
10.485668,-7.617658997,1.404678955,5.784570923,9.667632198
10.495482,-7.731123047,1.272354126,5.879922638,9.796052206
10.505291,-7.811356201,1.249451752,5.906716919,9.87257414
10.5151,-7.887248383,1.367705841,5.965694275,9.983426992
10.524912,-7.848778381,1.501677246,6.001769257,9.993977729
10.534722,-7.849826202,1.696122894,6.070775757,10.06731953
10.544531,-7.815397797,1.845661926,6.100713501,10.08492022
10.554341,-7.710166626,2.004930725,6.069578247,10.01529813
10.56415,-7.500602417,2.228865051,5.936205597,9.821680759
10.57396,-7.171287231,2.464026031,5.732778625,9.50597368
10.583769,-6.747219086,2.620600433,5.434598694,9.051374204
10.593578,-6.276597748,2.788700867,5.067861328,8.535557993
10.603387,-5.743705902,2.905009003,4.627626801,7.927431148
10.613182,-5.276527405,2.881507874,4.151766357,7.306298171
10.623007,-4.962181091,2.695145416,3.783981171,6.797467433
10.632816,-4.816533966,2.475552063,3.508404236,6.452616349
10.642624,-4.960983582,2.360441437,3.530408478,6.530453728
10.652433,-5.374723206,2.337539063,3.926335144,7.054632951
10.662242,-5.8844133,2.231110382,4.333039398,7.640641586
10.67205,-6.439758453,2.077230377,4.646637268,8.208325827
10.681859,-7.127727814,2.097288666,5.124743042,9.025858119
10.691668,-7.874225464,2.136956177,5.647755432,9.923061512
10.701477,-8.517288208,2.208507385,6.014941864,10.65838773
10.711286,-9.076674957,2.079475708,6.372548218,11.28359953
10.721094,-9.440119171,1.648521881,6.652166748,11.66553886
10.730902,-9.657317505,1.291963348,6.847809906,11.90904913
10.740712,-10.07929001,0.765957184,7.158264313,12.38626358
10.75052,-10.62370789,0.590671692,7.624095612,13.08964844
10.760329,-11.12366821,0.460143127,8.161478119,13.80425483
10.770138,-11.38981476,0.397722931,8.618777161,14.28878524
10.779947,-11.59339142,0.341140594,8.97099472,14.66294131
10.789752,-11.6905394,0.428109741,9.238039398,14.90615179
10.799565,-11.71239395,0.644859009,9.331295471,14.98896562
10.809374,-11.67227737,0.829125824,9.18639679,14.87680728
10.819183,-11.51495453,1.127006378,8.791368256,14.53108657
10.828991,-11.2339888,1.504221954,8.290360107,14.04262293
10.838801,-10.90826614,1.800156555,7.665559387,13.45331315
10.84861,-10.38450531,2.051034851,6.777306519,12.56887338
10.858419,-9.784702606,2.245330811,5.785019989,11.58655996
10.868229,-9.08924881,2.362986145,4.876409454,10.58194295
10.878039,-8.317154388,2.545905762,4.022884369,9.583334071
10.887847,-7.633526001,2.751877441,3.213218079,8.727446309
10.897657,-6.880442047,3.026556244,2.430795135,7.899955092
10.907465,-6.144572296,3.37458252,1.724863129,7.219330211
10.917259,-5.591472473,3.674558716,1.275497589,6.811302392
10.927084,-5.189408569,3.908222809,1.156644745,6.59863576
10.936894,-4.91667572,4.0052211,1.240919495,6.461840093
10.946702,-4.846771088,4.0742276,1.571282501,6.523760358
10.95651,-4.906047821,4.093986511,2.027833099,6.703889756
10.966319,-4.940625916,3.893104248,2.504891052,6.770563072
10.976128,-4.994513855,3.742966461,2.951711884,6.904170451
10.985937,-5.049599304,3.627556458,3.447480927,7.109342004
10.995745,-5.090913391,3.525917816,3.789220276,7.260005916
11.005555,-5.144651642,3.418740692,3.978426819,7.34731981
11.015364,-5.218747559,3.284918976,4.225113831,7.475132483
11.025173,-5.364244995,3.087329865,4.572990417,7.695386372
11.034983,-5.596711578,2.893183594,4.831203461,7.939409215
11.044792,-5.924080811,2.774480438,5.142106934,8.320681394
11.054602,-6.319259033,2.692151642,5.451363831,8.769155193
11.064412,-6.705306244,2.647993469,5.666915588,9.169892776
11.074222,-7.123237152,2.616409149,5.878575439,9.599153794
11.084032,-7.61960495,2.604883118,6.174360352,10.14724206
11.093838,-8.073161774,2.5812323,6.42613678,10.63644373
11.10365,-8.486302643,2.525697784,6.606661377,11.04737328
11.113461,-8.744515686,2.448308716,6.743925934,11.31111432
11.12327,-8.929231567,2.391576691,6.839876404,11.49933584
11.133078,-9.036408691,2.373763733,6.893614655,11.61091552
11.142887,-8.959019623,2.311193848,6.838978271,11.5055323
11.152695,-8.796008606,2.163750458,6.719077606,11.27819078
11.162504,-8.545279999,1.993404694,6.540349274,10.94402308
11.172313,-8.217910767,1.862427063,6.333479462,10.54114102
11.182121,-7.919730835,1.80075531,6.169121246,10.19916237
11.191931,-7.642058258,1.786385193,6.009852448,9.884864841
11.201739,-7.342082062,1.815275116,5.794450378,9.527698984
11.211549,-6.9912117,1.901196442,5.571563873,9.139688887
11.221336,-6.620881805,2.008523254,5.281167755,8.704078033
11.231165,-6.206693115,2.16345108,5.004093933,8.261023913
11.240974,-5.859564972,2.24188797,4.641547852,7.804135429
11.250783,-5.531596985,2.301464081,4.317022705,7.384577656
11.260591,-5.344037018,2.346819763,4.150568848,7.161949205
11.270395,-5.321284332,2.398462372,4.202061768,7.192079796
11.280207,-5.42097702,2.532134399,4.4006987,7.427304055
11.290015,-5.796396332,2.726729736,4.633464661,7.9058371
11.299822,-6.284980316,2.9077034,4.857698364,8.458897684
11.309631,-6.640940094,3.102448425,5.038971405,8.894858312
11.319438,-6.960076447,3.244503021,5.208568726,9.278935939
11.329245,-7.47799942,3.479065247,5.416785736,9.867418002
11.339053,-8.115074615,3.645219727,5.582191772,10.50252007
11.348862,-8.716374207,3.805386658,5.730982361,11.10406708
11.35867,-9.309440918,3.834875336,5.866899719,11.65300268
11.368479,-9.84861969,3.843557281,5.990991669,12.15155231
11.378288,-10.32178574,3.909719696,5.99084198,12.55847748
11.388096,-10.76261902,3.879033508,6.0025177,12.91940741
11.39788,-11.12486572,3.739523621,6.087391205,13.22130878
11.407713,-11.57527908,3.562741241,6.189628601,13.60116588
11.417522,-11.94560898,3.493435364,6.206543427,13.90765422
11.42733,-12.05503143,3.407364349,6.077511749,13.92372306
11.437137,-12.06865311,3.198548584,5.840853882,13.78400069
11.446946,-11.9280954,3.096909943,5.571713562,13.52458144
11.456754,-11.58905045,3.027753754,5.172044678,13.04697011
11.466562,-11.24865829,2.89363266,4.777315521,12.5589875
11.47637,-10.92143875,2.651585999,4.386777649,12.06451619
11.486178,-10.48988617,2.496059418,4.085603943,11.53083622
11.495985,-9.987081757,2.462529144,3.869303741,10.98987549
11.505795,-9.539512482,2.503394165,3.628304901,10.50875241
11.515602,-9.1079599,2.474055176,3.54882019,10.08315463
11.52541,-8.578211517,2.533331909,3.567980347,9.629847722
11.535218,-8.022716675,2.68646347,3.666924591,9.22103057
11.545025,-7.570806427,2.713557129,3.879332886,8.929150345
11.554834,-7.067253571,2.496059418,4.17841095,8.581113198
11.564642,-6.608008575,2.273621979,4.437222748,8.277927274
11.574446,-6.278244324,2.088756409,4.688849487,8.109535414
11.584258,-6.025569763,1.777852936,4.946314087,7.995891137
11.594067,-5.642366638,1.467398529,5.10393631,7.748530543
11.603875,-5.438340912,1.009500732,5.423821106,7.746772166
11.613683,-5.029091949,0.408201141,5.699547729,7.612045607
11.623492,-4.550237732,-0.151185608,5.779930573,7.357657095
11.6333,-4.159101105,-0.494870911,5.663023682,7.043639431
11.643108,-3.848796387,-0.831820221,5.514981537,6.776443009
11.652916,-3.641178131,-1.221459961,5.539380798,6.740540204
11.662724,-3.437601471,-1.421593781,5.677393799,6.78754986
11.672532,-3.245401154,-1.606609039,5.836213531,6.86842119
11.68234,-3.088677063,-1.979483643,6.016139374,7.046432747
11.692147,-2.639161835,-3.089874573,6.476282501,7.645569639
11.701955,-2.214944,-4.578079834,6.618786163,8.34704272
11.711762,-3.142415314,-2.857557678,6.415508881,7.694099303
11.721569,-2.741399231,-2.666255493,6.304589539,7.373739713
11.731377,-2.119891663,-3.624113617,6.837631073,8.023798281
11.741186,-1.844314728,-4.467759247,7.02983139,8.531172187
11.750993,-1.706451416,-5.234764252,7.796986084,9.545036679
11.760801,-1.707648926,-5.7848703,9.065897369,10.88904424
11.77061,-1.476529541,-6.428831177,10.28092072,12.21504566
11.780418,-0.969384155,-7.337292023,11.23339005,13.45230879
11.790224,-0.290246429,-8.106542358,12.13855774,14.59948136
11.800033,0.525706787,-8.586294708,12.1828656,14.91385392
11.80984,1.730700989,-8.959468689,12.63238083,15.58346722
11.819647,3.019371185,-9.205556946,12.95076874,16.17347495
11.829454,4.04728363,-9.434431,13.113181,16.65366353
11.839262,5.586083679,-9.680668945,14.12193329,18.009683
11.84907,7.316784668,-9.839338989,14.42415482,18.93156549
11.858879,9.13250885,-9.643695831,14.78625183,19.87553346
11.868687,10.98700241,-9.350605316,14.09558807,20.17011762
11.878471,13.02052368,-8.831933899,13.02875656,20.42756938
11.888303,14.89986557,-8.159532166,11.63171173,20.58836266
11.89811,16.65825897,-7.819888458,11.17950211,21.53205784
11.907919,17.719552,-7.585176544,10.83132614,22.10961448
11.917726,18.28926727,-7.385491791,10.438992,22.31625731
11.927532,18.58205841,-6.945856018,10.38345749,22.39093567
11.93734,18.88517807,-6.179150391,10.54242691,22.49387951
11.947148,19.20536224,-5.243895264,10.55125854,22.53160965
11.956955,19.20341629,-4.366869049,10.51787796,22.32636332
11.966764,18.90179352,-3.646866302,10.37851776,21.86986655
11.976571,18.29989517,-3.109034729,10.3328627,21.24430069
11.986378,17.48184631,-2.550246735,10.26999344,20.43505503
11.996158,16.71768539,-1.926942902,10.16116974,19.65816584
12.005984,16.16263962,-1.383572845,9.783505096,18.94365765
12.015802,15.61043793,-0.91384964,9.320218506,18.20404808
12.025608,15.27363831,-0.526904297,8.501720581,17.48830775
12.035416,15.09865219,-0.300125885,7.647297363,16.9275081
12.045224,15.11392044,0.05733078,6.769522705,16.56080661
12.055029,15.03174133,0.335602112,6.006110229,16.19071451
12.064839,14.91902573,0.471220093,5.743705902,15.9934216
12.074647,14.80870514,0.686771851,5.933960266,15.96813351
12.084455,14.85735397,0.63887146,5.743855591,15.94180043
12.094263,14.72487946,0.288749542,4.521347809,15.4061039
12.10407,14.28569275,0.248483276,3.445085907,14.69732554
12.113878,14.25665314,0.136965179,3.154689789,14.60215689
12.123685,14.34227509,-0.787662048,2.75786499,14.62624646
12.133493,14.78295868,-1.859582977,2.521207123,15.11126737
12.1433,16.52503601,-2.690654755,1.011746063,16.77319493
12.153109,19.27317123,-2.992427216,-1.825603638,19.5893486
12.162917,21.53915909,-2.801574097,-4.810396729,22.24688986
12.172724,21.65337158,-2.025288391,-5.26185791,22.37537581
12.182518,19.90186386,-1.866019592,-2.289638672,20.11985734
12.192339,18.05440567,-1.333127747,-0.498313751,18.11041442
12.202146,17.92642181,-0.362995148,-1.834584961,18.02370846
12.211953,17.87926987,0.77688446,-3.874093781,18.31066474
12.221758,15.67660034,3.349434814,-5.379962311,16.90912494
12.231566,13.43246704,6.371051331,-6.767277374,16.33454955
12.241373,11.87241119,7.560328217,-8.669371948,16.53090198
12.251177,10.50186127,7.496111755,-10.81740509,16.83737018
12.260985,9.401499481,7.575297089,-12.23690323,17.19055319
12.27079,8.772806854,7.257957001,-12.70917114,17.06350231
12.280596,9.073830872,6.084547119,-12.32611771,16.47086209
12.290402,9.320817261,5.461392975,-11.33293304,15.65694156
12.30021,8.930279388,6.484066315,-11.07457031,15.63454872
12.310015,8.299191742,8.125702515,-11.00780914,16.0023588
12.319821,7.241491241,9.269174652,-10.91395432,16.04590892
12.32963,6.478228455,9.647138672,-10.82668579,15.88243853
12.339436,5.889951782,9.142088928,-10.90302704,15.39952339
12.349244,5.676944733,8.537795563,-10.72893906,14.84020848
12.359033,5.783523102,7.779173126,-10.02180954,13.94278812
12.368844,6.143823853,6.803502045,-8.994795227,12.84291839
12.378664,6.635700989,5.971532135,-7.803422699,11.85686002
12.388471,7.080426178,5.56961792,-6.472689972,11.0927361
12.398278,7.338040466,5.346282349,-5.428611145,10.57825089
12.408084,7.278164978,5.670059052,-4.605023804,10.31152265
12.417892,7.082072754,6.296805725,-4.512516174,10.49610971
12.427699,6.546486511,6.797364807,-4.822072449,10.59778452
12.437505,6.48810791,7.006629639,-5.09570343,10.8237977
12.447313,6.364465027,7.064559174,-5.331612854,10.90139931
12.45712,6.24591156,7.006180573,-5.619015198,10.93943825
12.466928,6.066285095,6.788682861,-5.680986328,10.73124576
12.476735,5.992937622,6.53615799,-5.419480133,10.3926622
12.486533,6.051765289,6.27629837,-5.017565918,10.05941112
12.49635,6.210585022,6.291865997,-4.627177734,9.978462699
12.506157,6.33362915,6.32315094,-4.234394531,9.900868299
12.515964,6.31731308,6.247558136,-3.861968994,9.687890984
12.525772,6.234385529,6.298901367,-3.414699097,9.497572915
12.535576,6.129004669,6.252497864,-2.967878265,9.244821749
12.545386,5.756130066,6.146667938,-2.450404358,8.770350141
12.555192,5.410648499,6.002368011,-1.903142395,8.30213767
12.565001,5.109025726,5.809718628,-1.423839111,7.866529872
12.574808,4.995861053,5.661227417,-1.204844513,7.645899151
12.584616,5.040168915,5.805078278,-1.151106262,7.773498706
12.594424,5.343587952,6.137985992,-1.413061523,8.259875732
12.604231,5.929768982,6.411766663,-2.110610962,8.984853396
12.614039,6.498436432,6.503675537,-3.203039246,9.73585805
12.623848,7.372618561,6.790179749,-4.485123138,10.9808185
12.633655,9.145831146,6.284231873,-5.69835022,12.47433336
12.643463,10.08168503,6.24591156,-6.876999207,13.70929985
12.65327,10.47327072,6.85783905,-8.313262482,15.02763086
12.663048,11.11438751,7.397766266,-8.145461426,15.63985605
12.672885,11.39355698,7.49910553,-6.933132477,15.30091665
12.682694,10.58164536,7.936046906,-5.166356506,14.20011614
12.692501,9.260792084,8.545429688,-3.071013794,12.96987912
12.702306,7.707621918,9.157506866,-1.170266418,12.02650785
12.712113,5.965544586,9.666747894,0.211659851,11.36127356
12.72192,4.255051575,10.17389328,1.038540344,11.07664816
12.731727,2.930456085,10.49437683,1.434317322,10.98984914
12.741535,1.955683136,10.93745544,1.429078217,11.2024503
12.751341,1.199605408,11.33428024,1.147513733,11.45520622
12.761149,0.440234528,11.41406433,0.639170837,11.44042003
12.770959,-0.118104401,11.44579834,0.118403778,11.44702004
12.780767,-0.270786896,11.51315826,-0.363444214,11.52207579
12.790574,-0.167801056,11.52663025,-1.167871399,11.58685832
12.800381,0.338446198,11.28817612,-2.034569092,11.47505718
12.810188,1.07416626,10.95945969,-2.822081451,11.36783768
12.819996,1.895657959,10.54901321,-3.671864319,11.32950954
12.829802,2.611918488,9.996811523,-4.493356018,11.26714725
12.839607,2.987038422,9.227710876,-5.164410553,10.9883658
12.849417,3.019371185,8.418194275,-5.545817413,10.52324513
12.859225,2.960543518,7.611671448,-5.640420685,9.925558204
12.869032,2.688409424,7.417375488,-5.280419312,9.493567953
12.878839,2.23605011,7.787555695,-4.422403564,9.230579455
12.888647,1.980381775,7.722441101,-3.467090149,8.693602397
12.898455,1.561403046,7.820337524,-2.30969696,8.30243088
12.90826,0.864003296,8.375233612,-0.713416443,8.449852234
12.91807,0.532143402,7.906707916,0.234562225,7.928065723
12.927875,1.469494171,5.477259979,-0.245788879,5.676284187
12.937682,2.139351196,3.132685547,-1.831740875,4.212578416
12.94749,2.277214508,2.019450531,-3.721111908,4.807344401
12.957297,2.33903595,1.930535431,-4.72836731,5.617429451
12.967104,1.938019867,2.249971161,-5.150339813,5.945106511
12.976912,1.415306854,2.420316925,-6.099366302,6.71292014
12.986718,1.323098602,2.985840912,-7.109615479,7.82383973
12.996524,1.337917786,4.218078461,-7.342381439,8.572792725
13.006331,1.171164551,5.399122467,-7.131919098,9.021442226
13.016137,1.103056183,6.14651825,-6.4975383,9.011904543
13.025943,1.253792725,6.969357147,-5.697601776,9.088817373
13.035749,1.388662262,7.682324524,-4.93194397,9.234206208
13.045554,1.726210327,8.495283966,-4.389771423,9.716982294
13.055362,2.079625397,9.653126221,-4.034111023,10.66685236
13.065169,2.558030548,10.89973389,-3.762575684,11.81121056
13.074977,3.351530457,11.78409485,-3.442541199,12.72590813
13.084784,3.846401367,12.35201385,-2.78944931,13.23435216
13.094591,4.615352325,12.28719864,-2.219135284,13.31169745
13.104399,5.81420929,11.61135406,-2.468816071,13.21830646
13.114207,7.031477966,10.82728455,-3.527265015,13.38332438
13.124014,7.913443909,10.16416351,-4.839136963,13.76045279
13.133821,8.514294434,9.491462402,-5.785618744,14.0019446
13.143625,8.868907013,8.721164246,-6.450086975,14.01141818
13.153435,8.876391449,7.989186401,-6.551575928,13.62132782
13.163244,8.753646698,7.372019806,-6.48930542,13.15614272
13.173048,8.466543732,6.857539673,-6.399492188,12.63573161
13.182856,8.063432007,6.420149231,-6.113137665,11.98364318
13.192662,7.594906311,5.864205322,-5.464386749,11.04223838
13.202468,7.062912598,5.400619354,-4.417763214,9.92814462
13.212274,6.600224762,4.913831635,-3.187022552,8.824161206
13.222082,6.500681763,4.285737762,-1.668729858,7.963106862
13.231888,6.737788696,3.8472995,-0.193397827,7.761244274
13.241694,6.914870453,3.331023102,1.137185211,7.759145474
13.251501,6.987619171,2.895428925,2.465223541,7.955354011
