Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.404115125,5.502407684,-13.67900436,-25.56997696,29.51635771
4.413922125,4.957391052,-14.08705582,-25.40292435,29.46743004
4.423730125,4.842579803,-14.58836334,-25.08513519,29.41997505
4.433541125,4.818330231,-14.98009872,-24.61047226,29.21121375
4.443348125,4.756209412,-15.01587433,-23.896008,28.62022376
4.453158125,4.820575562,-14.85600677,-22.83082306,27.66198416
4.462965125,5.118905182,-14.61351105,-21.38018967,26.39830308
4.472761125,5.72634201,-14.46531921,-19.52509735,24.9652935
4.482588125,6.366860046,-14.28090271,-17.52196289,23.48404294
4.492397125,6.914571075,-14.02688095,-15.22918076,21.82871111
4.502206125,7.616910553,-13.70490051,-12.86694305,20.28299406
4.512014125,8.312364349,-13.02681061,-10.32597702,18.58545122
4.521825125,9.088650055,-11.87061493,-7.878865814,16.89945517
4.531633125,9.918224945,-10.96365097,-5.64565979,15.82549535
4.541441125,10.40336609,-10.17344421,-3.723057861,15.01965888
4.551249125,10.63628174,-9.068741455,-2.04175415,14.12590956
4.561059125,10.48374893,-7.77408371,-1.042881317,13.09324141
4.570866125,9.837243347,-6.358477478,-0.543370056,11.72590481
4.580673125,8.987759857,-4.716990967,0.037721558,10.15043122
4.590482125,7.890541534,-2.596201172,0.44936554,8.318824173
4.600289125,7.135811005,-1.252146149,1.379082184,7.374926192
4.610099125,6.3488974,0.130827942,2.078278198,6.681680508
4.619909125,6.194867706,1.221160583,2.709665222,6.870946418
4.629718125,6.167923737,2.467468872,2.982697449,7.282044351
4.639528125,6.737788696,3.600612488,2.98135025,8.200649738
4.649337125,7.685318298,4.474944305,2.317780151,9.190285562
4.659146125,8.890911255,5.161716156,1.362766113,10.37057125
4.668956125,9.049581299,7.008575592,-0.79215271,11.47355914
4.678765125,9.479936371,8.866212616,-1.404229889,13.05568004
4.688571125,8.951235809,10.36085449,-3.277584229,14.07886667
4.698384125,9.08924881,10.82848206,-4.34681076,14.79071436
4.708192125,8.932524719,11.27844635,-5.665269012,15.46249084
4.717999125,8.877738647,10.48898804,-6.483168182,15.19422862
4.727808125,7.215295715,12.53882538,-7.943231964,16.50386525
4.737616125,7.128027191,11.05002136,-8.170309753,15.48114031
4.747424125,6.12301712,11.058853,-9.208251343,15.63910039
4.757234125,4.961282959,11.13893646,-9.522747345,15.47168223
4.767043125,3.284020844,11.33996841,-9.939331055,15.43275667
4.776852125,1.865720215,11.19387222,-10.14275803,15.2203557
4.786663125,0.654289398,10.80812439,-10.2758313,14.92770432
4.796472125,-0.019609222,9.958042145,-10.20532791,14.25874138
4.806281125,-0.360899506,9.060059509,-10.31445099,13.73327441
4.816073125,-0.547860718,8.110733643,-10.50485504,13.2829263
4.825898125,-0.556542664,7.215595093,-10.73492661,12.94655172
4.835708125,-0.426762543,6.639143829,-11.19327347,13.02112622
4.845516125,-0.176782379,6.113586731,-11.73843979,13.23624431
4.855325125,-0.114511871,5.603447571,-12.25950623,13.47988244
4.865133125,-0.097447357,5.260061646,-12.62265106,13.67512575
4.874943125,-0.036074982,5.143603821,-12.93115952,13.91663925
4.884752125,-0.055684204,5.274880829,-13.08414139,14.10752368
4.894561125,-0.055235138,5.429060211,-12.94642776,14.03879402
4.904370125,0.078885956,5.617069244,-12.48987717,13.69506194
4.914179125,0.485739899,5.701343994,-11.79831528,13.11264695
4.923989125,1.137634277,5.681285706,-11.22485779,12.63204858
4.933799125,1.756148071,5.522016907,-10.55619827,12.04201182
4.943609125,2.287393341,5.494923248,-9.868827667,11.52476071
4.953419125,2.56835907,5.528453522,-9.154064026,10.99805232
4.963231125,2.630629578,5.740263062,-8.430319061,10.53285866
4.973040125,2.748883667,6.047274628,-7.752079468,10.20885047
4.982849125,2.928510132,6.007756805,-7.169191589,9.801358144
4.992656125,3.09601181,5.819598083,-6.705605621,9.403092988
5.002471125,3.269800415,5.562283173,-6.349645844,9.052546116
5.012280125,3.585643616,5.175786896,-5.956563263,8.667540368
5.022090125,3.952979736,4.713398438,-5.749394073,8.420077544
5.031900125,4.102668457,4.283043365,-5.667364655,8.20337559
5.041710125,4.078269196,3.873495026,-5.540578308,7.895204325
5.051521125,4.083208923,3.520978088,-5.504653015,7.705263566
5.061330125,4.017794952,3.182831268,-5.576204224,7.574110159
5.071141125,3.83083374,2.737507324,-5.76615921,7.444314981
5.080951125,3.548221436,2.186802521,-6.06808136,7.361629712
5.090760125,3.318598938,1.519340515,-6.320007477,7.298218209
5.100571125,3.133733368,0.867595825,-6.620881805,7.376251298
5.110383125,3.007545776,0.160466309,-6.967710571,7.590788605
5.120192125,3.035687256,-0.735869751,-7.434440002,8.063981619
5.130002125,3.175047455,-1.635199585,-8.015681305,8.775303459
5.139812125,3.359613647,-2.556084595,-8.641679535,9.617650311
5.149621125,3.224594421,-3.224594421,-9.260193329,10.32217026
5.159429125,2.891986084,-3.713477783,-9.717192993,10.7970987
5.169234125,2.528392181,-4.001179504,-10.10099487,11.15492276
5.179047125,2.159409485,-4.141886902,-10.52820648,11.51787342
5.188855125,1.884580994,-4.276457062,-10.94718521,11.90296579
5.198665125,1.687890015,-4.512665863,-11.28757736,12.27283702
5.208474125,1.595382385,-4.796775055,-11.59638519,12.65031404
5.218282125,1.596729584,-4.995411987,-11.94186676,13.04269405
5.228091125,1.769919434,-5.10154129,-12.24738144,13.38494268
5.237900125,1.879042511,-5.142556,-12.44287491,13.59418328
5.247708125,2.001338196,-5.210814056,-12.63043488,13.80890375
5.257495125,1.958078156,-5.256618805,-12.85062698,14.0215807
5.267326125,1.897154846,-5.240302734,-13.11138474,14.24669712
5.277135125,2.001487885,-5.166057129,-13.41435471,14.51340801
5.286945125,2.040856018,-5.037474518,-13.5776651,14.62512333
5.296724125,2.235750732,-4.761598206,-13.63424744,14.61383256
5.306563125,2.57539444,-4.441563721,-13.72436005,14.65326597
5.316373125,3.002606049,-4.118535461,-13.80668884,14.71742621
5.326182125,3.567082214,-3.768413544,-13.77031448,14.71552164
5.335991125,4.132606201,-3.325484619,-13.66807709,14.66129644
5.345799125,4.641996918,-2.868035889,-13.54667953,14.60432442
5.355607125,5.083279266,-2.323168945,-13.28008392,14.40824316
5.365416125,5.34613266,-1.55391861,-12.83431091,13.98982967
5.375224125,5.39882309,-1.061742096,-12.42027191,13.58446692
5.385033125,5.354964294,-0.708776093,-12.0170105,13.17522476
5.394840125,5.135670319,-0.415236511,-11.50148254,12.60284221
5.404648125,4.751119995,0.036673737,-10.88716003,11.87875161
5.414456125,4.347858582,0.597108307,-10.24589355,11.14624364
5.424267125,3.886218567,0.972826996,-9.60178299,10.40400518
5.434075125,3.477418671,1.137783966,-8.959319,9.677623154
5.443883125,2.955005035,1.424587555,-8.248896332,8.877262819
5.453692125,2.46776825,1.82769928,-7.569608917,8.168803092
5.463500125,1.987267456,2.089055786,-6.89645874,7.4749267
5.473306125,1.504521332,2.135758667,-6.326743469,6.844905583
5.483117125,1.090931396,2.199226685,-5.890700226,6.381777062
5.492926125,0.582887878,2.359243927,-5.643713837,6.14469658
5.502736125,0.246537323,2.544109497,-5.49118103,6.056925201
5.512545125,0.103883972,2.724484406,-5.434149628,6.079768855
5.522355125,0.103285217,3.0165271,-5.581143951,6.345019416
5.532162125,-0.066012726,3.465593262,-5.870492249,6.817431597
5.541969125,0.099992065,3.751049652,-6.206992493,7.25307712
5.551778125,0.648900604,3.767365723,-6.748266907,7.755850871
5.561586125,1.308728485,3.761078796,-7.508835297,8.499475953
5.571395125,1.942809906,3.707490234,-8.311765594,9.306204461
5.581203125,2.530188446,3.717220001,-9.211095428,10.2500662
5.591011125,2.883304138,3.806584167,-10.25996429,11.31681904
5.600816125,3.068169708,4.018992462,-11.39340729,12.46497876
5.610628125,3.139870605,4.448449402,-12.46008911,13.59784211
5.620436125,3.171155548,5.037474518,-13.39998459,14.66260427
5.630244125,3.36634964,5.661975861,-13.69996078,15.20128962
5.640052125,3.173400879,6.544540558,-14.77786926,16.47078942
5.649861125,3.47981369,7.12937439,-15.33725601,17.26755641
5.659669125,3.954776001,8.120613098,-15.75728256,18.16250434
5.669477125,4.050427094,9.285041656,-16.68280792,19.51753156
5.679285125,4.120930481,10.10518616,-17.44711853,20.57908648
5.689095125,4.363575897,10.3050206,-17.90546539,21.1149221
5.698905125,4.945715332,10.14994308,-17.93300812,21.19137147
5.708714125,5.500162354,10.34453842,-17.43214966,21.00335932
5.718523125,6.115832062,10.97457825,-17.20297623,21.30228064
5.728333125,6.841672668,10.91230774,-15.70309525,20.3094595
5.738142125,6.674769745,11.16752701,-14.75511658,19.671799
5.747952125,7.927215271,12.19334381,-13.6387381,19.93824346
5.757760125,8.780590668,11.79816559,-12.51143234,19.30884313
5.767568125,9.774074707,9.069639587,-11.10241241,17.35092101
5.777375125,11.55222702,4.088897095,-8.620274048,14.9827285
5.787189125,13.3878598,-1.783391418,-5.856870575,14.72135211
5.796995125,15.67959412,-6.422993317,-2.616708527,17.14501905
5.806804125,16.95688797,-10.06432114,1.517394562,19.77698399
5.816614125,15.1462532,-13.52407654,7.658524017,21.70167326
5.826422125,12.32462082,-13.82884277,12.4469165,22.31723328
5.836232125,10.11072464,-11.07756409,17.49651581,23.04489627
5.846042125,9.77602066,-10.25756927,20.21156982,24.6839191
5.855851125,9.767638092,-12.69285507,18.09676758,24.1662641
5.865660125,9.460327148,-15.33995041,14.23809174,22.96813281
5.875468125,8.844358063,-14.73116638,11.41795624,20.63006682
5.885278125,8.165070648,-12.82503021,8.349038086,17.34520728
5.895086125,8.350085907,-11.90354645,5.097350006,15.40783339
5.904879125,8.561296692,-11.7210759,2.735112305,14.77024917
5.914705125,8.283324738,-11.22351059,1.099763031,13.9925029
5.924516125,7.883206787,-10.46488815,0.064515839,13.10202258
5.934324125,7.147935791,-10.35486694,-0.898731079,12.61443511
5.944134125,6.256389771,-10.66771637,-2.023941193,12.5315172
5.953943125,5.145100708,-10.63837738,-2.840343475,12.15379306
5.963752125,3.88696701,-10.29109955,-3.083437958,11.42465895
5.973561125,2.384241943,-10.01986359,-3.091072083,10.75346468
5.983373125,0.574954376,-9.5432547,-3.020269318,10.02628094
5.993181125,-1.55855896,-8.785380707,-2.791694641,9.349095099
6.002991125,-4.117337952,-7.585775299,-2.461032257,8.975140025
6.012798125,-6.613247681,-5.795947266,-2.946023712,9.27400158
6.022607125,-8.480614471,-4.203259277,-3.81796051,10.20612722
6.032415125,-10.51054321,-3.75718689,-3.936813354,11.83581308
6.042224125,-12.97531769,-4.440815277,-4.415817261,14.40760742
6.052032125,-13.97089737,-5.076543274,-5.060975647,15.70257111
6.061841125,-14.66665054,-4.582570496,-6.083050232,16.52616382
6.071648125,-16.53012543,-4.050127716,-6.217321014,18.11915179
6.081455125,-17.30356705,-3.949985962,-7.605983276,19.30975927
6.091267125,-17.52016663,-2.533481598,-9.83454895,20.25075605
6.101076125,-19.33379517,-1.339564362,-10.55155792,22.06638717
6.110884125,-21.34860535,-1.088985443,-10.8159082,23.95689274
6.120693125,-22.25541962,-0.011526031,-10.1604213,24.4650362
6.130504125,-22.23461288,-0.1088237,-9.305549011,24.10359092
6.140313125,-20.9935437,-1.643432465,-8.981173553,22.89303881
6.150123125,-18.98337387,-3.480262756,-8.750503235,21.19084753
6.159932125,-18.25873077,-5.232069855,-8.762029266,20.91719296
6.169741125,-18.75644577,-6.461313629,-9.468110962,21.98176419
6.179549125,-19.63107697,-5.592370605,-8.817863159,22.23529857
6.189358125,-19.34247711,-3.123404846,-7.260651398,20.89507448
6.199168125,-15.95517105,-1.350042572,-5.92647583,17.07375805
6.208956125,-11.00227066,-0.903970184,-5.490282898,12.32924686
6.218785125,-7.02399353,-0.105680237,-5.714516602,9.055570298
6.228593125,-4.65457077,1.055155792,-5.493276672,7.2769823
6.238402125,-2.708467712,1.840871887,-5.320535889,6.247616249
6.248210125,-1.274449768,2.557431793,-5.138813782,5.879803285
6.258018125,-0.973425751,3.007994843,-4.887187042,5.820669021
6.267827125,-1.222807159,2.518213348,-3.967050476,4.855321338
6.277636125,-1.071471863,2.035317535,-3.184627533,3.928412141
6.287443125,-1.149908752,1.598226471,-2.672243042,3.319262097
6.297252125,-0.7020401,1.881138153,-1.911375275,2.772164586
6.307060125,-0.176483002,3.307671661,-1.781744843,3.761177044
6.316869125,0.265547791,4.978796539,-2.207309875,5.452627577
6.326679125,1.170565796,5.90896225,-2.699037323,6.600822799
6.336489125,2.840792542,5.507946167,-3.351380768,7.045518171
6.346300125,4.340074768,4.552632751,-4.612358551,7.799779828
6.356110125,5.214855652,3.611539764,-5.767057343,8.57303268
6.365920125,6.391858063,3.009192352,-6.454278259,9.569158581
6.375730125,6.721472626,2.8479776,-6.05520813,9.484446013
6.385524125,6.776258698,2.812052307,-6.178701324,9.59175011
6.395350125,8.040679321,3.048859863,-6.949448547,11.05635137
6.405160125,9.060508575,3.710184631,-7.430847473,12.29128878
6.414968125,9.672436066,3.739074554,-7.667655029,12.89688457
6.424776125,9.791887665,3.198698273,-6.634802856,12.25289124
6.434587125,10.92982132,1.571731567,-7.442074127,13.31599795
6.444395125,12.75916718,-0.729433136,-9.558972015,15.95939741
6.454203125,14.5132196,-1.697619781,-9.72812027,17.55425248
6.464010125,15.52840851,-2.254611511,-8.945996704,18.06227009
6.473820125,16.3034967,-3.524720306,-8.35442688,18.65540422
6.483628125,17.93510376,-5.764063568,-7.923473053,20.43706928
6.493437125,18.20589066,-6.519093475,-7.785160675,20.84614499
6.503246125,17.34952148,-5.782026215,-8.945847015,20.35843564
6.513029125,17.00433929,-5.206173706,-9.970466309,20.38779041
6.522866125,16.40932663,-5.531596985,-10.73582474,20.37455517
6.532676125,15.61522797,-6.256090393,-11.9824324,20.65315225
6.542486125,14.87846008,-6.956932983,-11.92614944,20.29779622
6.552297125,14.12238235,-7.633226624,-11.10046646,19.51738168
6.562102125,13.60251343,-8.656199341,-9.915829926,18.92833436
6.571916125,13.26212128,-8.857680359,-9.719737701,18.67660738
6.581724125,12.80482224,-7.846383362,-10.21221359,18.16090611
6.591532125,11.83004929,-6.293961639,-10.7907605,17.20478222
6.601342125,10.83910995,-5.068909149,-11.80954193,16.8120619
6.611152125,9.679172058,-3.786974945,-12.95585815,16.60969029
6.620962125,8.424780579,-3.115770721,-13.6095488,16.30658681
6.630772125,7.74953476,-3.857927399,-12.81155823,15.46204763
6.640582125,7.169640656,-5.132826233,-11.38292908,14.39863628
6.650391125,5.960305481,-6.883735199,-8.696166229,12.5910428
6.660200125,4.128564606,-9.211245117,-5.190306702,11.35039056
6.670010125,3.006198578,-10.94029953,-2.033221893,11.52655087
6.679818125,2.667902069,-11.21961868,-1.045276337,11.57973003
6.689597125,5.014272766,-10.37193146,-1.267264709,11.58990308
6.699435125,6.629264374,-8.335266724,-1.541494446,10.76104189
6.709245125,6.916517029,-6.465654602,-2.001487885,9.677233644
6.719053125,6.606960754,-5.452411652,-2.359543304,8.885278152
6.728864125,6.645730133,-4.410129089,-2.05118454,8.235431112
6.738671125,6.951394501,-3.415746918,-1.381327515,7.86748233
6.748480125,7.429649963,-2.867586823,-0.744551697,7.998569247
6.758289125,8.085585938,-2.519410858,-0.203127594,8.471445676
6.768098125,8.605155487,-2.446063385,-0.181273041,8.947892878
6.777908125,8.92893219,-2.624791718,-0.652642822,9.329592931
6.787717125,9.007967834,-2.91114624,-1.363963623,9.564447381
6.797524125,8.848998413,-3.133134613,-1.638941803,9.529293555
6.807333125,8.660690002,-3.356769562,-1.361119537,9.387656769
6.817141125,8.604107666,-3.543281708,-0.906664581,9.349200749
6.826949125,8.536747742,-3.579356689,-0.432001648,9.266848533
6.836755125,8.312514038,-3.394491119,-0.060324554,8.979092306
6.846563125,8.056396637,-3.195704498,0.17902771,8.668916018
6.856370125,7.87003418,-2.832859039,0.381556549,8.373058803
6.866176125,7.532037048,-2.495460663,0.632135468,7.959805354
6.875988125,7.245981903,-2.398312683,0.803529053,7.674751879
6.885795125,6.758595428,-2.212548981,0.975970459,7.178196396
6.895606125,6.212381287,-2.05462738,1.198707275,6.652223241
6.905415125,5.828280029,-1.770069122,1.381028137,6.245737067
6.915224125,5.562881927,-2.279609528,1.520687714,6.201190697
6.925034125,4.828808441,-2.653082886,2.102976837,5.897351214
6.934843125,4.905,-2.34831665,1.967807922,5.783241661
6.944651125,5.053341522,-2.85261795,1.957180023,6.124070816
6.954461125,5.365741882,-3.022065582,1.615141296,6.366533416
6.964270125,6.072272644,-3.188818817,0.820892944,6.90759913
6.974073125,6.755152588,-3.595972137,0.336500244,7.660047945
6.983869125,7.701185303,-4.009562073,0.149688721,8.683734784
6.993694125,8.484805756,-4.52119812,-0.216000824,9.616642736
7.003508125,9.371412048,-5.110073547,-0.252225494,10.67707044
7.013318125,10.25307861,-5.691015472,-0.23171814,11.72889472
7.023127125,11.38367752,-6.304589539,-0.252375183,13.01536232
7.032938125,12.4045546,-6.611301727,-0.613574066,14.06978175
7.042744125,13.48530716,-6.966962128,-1.142274628,15.22159196
7.052558125,14.65482513,-7.050338745,-1.639690247,16.34502249
7.062368125,15.43709839,-6.883435822,-2.241738281,17.05025178
7.072176125,15.82524124,-6.75485321,-2.687062225,17.41512577
7.081985125,15.60025909,-6.293961639,-2.758613434,17.04675878
7.091794125,15.6254068,-6.814279633,-2.63616806,17.24926452
7.101604125,16.02253098,-7.145241394,-2.264940033,17.68914715
7.111412125,16.05336685,-7.068600769,-1.997745667,17.65408428
7.121220125,15.19894363,-6.910379791,-1.335672455,16.74948529
7.131028125,14.12642395,-7.666307831,-0.61776535,16.0844572
7.140837125,13.33277435,-7.197333069,-0.084125061,15.1516188
7.150645125,12.51607269,-6.988068237,0.057779846,14.33487049
7.160454125,11.73050629,-6.44829071,0.036524048,13.3860586
7.170260125,10.98760117,-5.909860382,-0.052540741,12.47624101
7.180069125,10.44542862,-5.512436829,-0.118254089,11.81134721
7.189878125,10.13557297,-5.260211334,-0.298479309,11.42316736
7.199687125,9.89068222,-5.107229462,-0.53588562,11.14435108
7.209495125,9.626781006,-4.990771637,-0.801882477,10.87316557
7.219304125,9.452393646,-4.893473969,-1.096619568,10.70029942
7.229113125,9.052425385,-4.345463562,-1.34091156,10.13052332
7.238923125,9.022337952,-4.587210846,-1.484463043,10.2297955
7.248731125,8.924591217,-3.833378448,-1.734443207,9.866681912
7.258539125,8.034392395,-3.553909607,-1.656006317,8.940027493
7.268349125,8.205037537,-3.668421478,-1.616189117,9.131923367
7.278157125,8.006699982,-3.139271851,-1.302142181,8.698151908
7.287965125,7.877967682,-3.037782898,-0.8108638,8.482216682
7.297772125,7.968679047,-2.537822571,-0.195194092,8.365314691
7.307579125,7.267237701,-2.245031433,-0.000149689,7.606110042
7.317388125,7.572003937,-2.545007629,0.700393524,8.018906318
7.327195125,7.428751831,-1.729802856,1.057101746,7.700391924
7.337003125,7.111711121,-1.417851563,0.944386139,7.312906624
7.346808125,6.488856354,-1.274150391,0.893192596,6.672818671
7.356619125,5.96629303,-0.891845398,1.023571472,6.118802112
7.366428125,5.701643372,-0.819994812,1.140927429,5.872209467
7.376236125,5.473966827,-0.90801178,1.049018555,5.647055706
7.386045125,5.413193207,-1.086141357,1.050216064,5.62008163
7.395852125,5.418881378,-1.361867981,1.051563263,5.685485475
7.405660125,5.455255737,-1.72231842,1.016386414,5.81026998
7.415470125,5.453309784,-2.445314941,0.981808319,6.056574968
7.425278125,5.406906281,-2.95216095,0.961450653,6.23492399
7.435085125,5.406606903,-3.371139679,1.005908203,6.45041334
7.444892125,5.359754333,-3.603306885,1.146016846,6.559279048
7.454702125,5.332810364,-3.650309143,1.304537201,6.592832511
7.464510125,5.282514954,-3.681893463,1.36546051,6.582232609
7.474306125,5.230123901,-3.507655792,1.333576813,6.437101234
7.484126125,5.406008148,-3.197949829,1.319955139,6.418262131
7.493934125,5.639372864,-2.774929504,1.178948364,6.394738407
7.503744125,5.881120148,-2.173330536,1.049916687,6.357142822
7.513552125,6.136339417,-1.690285034,0.690963135,6.402277328
7.523360125,6.363716583,-1.182840271,0.466280365,6.489485129
7.533168125,6.249204712,-0.694106598,0.280666351,6.293895225
7.542978125,6.007756805,-0.932860107,0.239951019,6.084484062
7.552786125,6.116430817,-1.519190826,0.482297058,6.320702267
7.562595125,6.585106201,-2.442620544,0.917891235,7.083257946
7.572403125,7.354655914,-3.90103775,1.012943573,8.386603235
7.582212125,8.178243256,-5.455854492,1.268611908,9.912587309
7.592020125,8.901389465,-7.508685608,1.287921753,11.71639178
7.601831125,9.214538269,-9.378597107,0.247285767,13.15016918
7.611641125,9.712253265,-10.94224548,-0.0398172,14.63086413
7.621450125,10.17464172,-12.96888107,-1.093326416,16.52000524
7.631259125,10.46219376,-14.03840698,-2.952310638,17.75529518
7.641069125,11.00092346,-14.27401703,-4.836741943,18.65909836
7.650876125,10.94583801,-13.848452,-6.157295837,18.69500694
7.660689125,10.48958679,-13.3321756,-6.667285309,18.22720578
7.670499125,9.726324005,-12.80841476,-6.959777069,17.52413662
7.680308125,8.901239777,-12.09020828,-7.658823395,16.85416215
7.690117125,8.704997864,-11.24117386,-8.314759369,16.4704645
7.699926125,9.056766357,-10.45665527,-8.943901062,16.47300891
7.709733125,9.804012451,-9.22845932,-9.692644043,16.59007143
7.719543125,10.57505905,-7.947423248,-10.4470752,16.85629824
7.729351125,11.42978165,-6.696624298,-10.74510544,17.05702132
7.739159125,12.2532193,-5.016518097,-10.83252365,17.10702796
7.748969125,12.9566066,-3.011437683,-10.35591476,16.85785817
7.758778125,13.51778961,-1.361718292,-9.379195862,16.50921645
7.768585125,13.96790359,-0.18486557,-8.171357574,16.18355927
7.778383125,14.56037155,0.796044617,-6.755302277,16.07084987
7.788204125,15.04192017,1.857038269,-5.410648499,16.09295096
7.798013125,15.26136383,2.478695526,-4.179608459,16.01631307
7.807822125,15.77195206,2.460134125,-2.890638885,16.22228482
7.817629125,16.60841263,1.30229187,-1.162183228,16.69988036
7.827440125,16.68684952,-0.564176788,0.851728821,16.71809452
7.837250125,15.96490082,-2.878065033,3.128494263,16.52116197
7.847059125,14.8238237,-4.638105011,5.363047485,16.43228668
7.856868125,13.09911026,-5.420078888,7.915389862,16.23629704
7.866676125,11.01259918,-5.23027359,9.799970856,15.64201174
7.876486125,8.801996155,-4.791835327,10.62909668,14.60871378
7.886294125,7.201674042,-4.594096527,10.71262299,13.70146427
7.896103125,6.41670639,-4.321812744,10.16236725,12.77207479
7.905912125,6.012097778,-4.172423401,9.200018463,11.75562744
7.915720125,5.738317108,-4.567451935,8.266858978,11.05128308
7.925529125,5.610333252,-5.401816864,7.018455048,10.48399618
7.935337125,5.828878784,-6.055806885,5.801934814,10.21327922
7.945146125,6.273304596,-6.507118378,4.625531158,10.15344664
7.954952125,6.840924225,-7.04629715,3.435655518,10.40443543
7.964763125,7.525301056,-7.91329422,2.561922455,11.21667634
7.974572125,8.492888947,-8.782985687,2.013163605,12.38235955
7.984379125,9.601633301,-9.461674347,1.75629776,13.59408788
7.994186125,10.69974976,-10.06716522,1.442999268,14.7619344
8.003995125,11.49759064,-10.95227463,0.582887878,15.88982908
8.013805125,12.00144287,-12.09814178,0.030835876,17.04114481
8.023614125,12.27672043,-12.84014877,-0.728535004,17.77970889
8.033423125,12.28659988,-13.07650726,-1.299148407,17.99009076
8.043231125,12.23540634,-13.27484482,-1.438358917,18.11064741
8.053041125,12.26564346,-13.72795258,-1.521735535,18.47209708
8.062850125,11.95878159,-14.19064041,-1.577419739,18.62458014
8.072660125,11.42529099,-14.36442902,-1.729802856,18.43546346
8.082469125,10.88177124,-14.27252014,-1.807191925,18.03839569
8.092278125,10.21026764,-13.95383286,-1.771266632,17.38092063
8.102087125,9.567653961,-13.69891296,-1.708696747,16.79642412
8.111896125,9.229507141,-13.5803595,-1.520538025,16.49005767
8.121705125,8.918903046,-13.37289093,-1.235830078,16.12167235
8.131496125,8.304730225,-12.93624893,-0.939296722,15.4012129
8.141322125,7.799081726,-12.63492554,-0.431253204,14.85439324
8.151131125,7.392377472,-12.40126144,0.203426971,14.43883349
8.160941125,7.172484741,-12.33749405,0.432450714,14.27744061
8.170750125,7.270081787,-12.23046661,0.430953827,14.23461007
8.180561125,7.735314331,-12.44197678,0.219293976,14.65216584
8.190371125,8.068521423,-12.49825974,-0.178878021,14.87748405
8.200180125,8.319100342,-12.1310733,-0.990340576,14.74283366
8.209990125,8.487200775,-11.53142029,-1.751208344,14.42473437
8.219799125,8.365653534,-10.56009018,-2.365830231,13.67833383
8.229607125,8.01628006,-9.599238281,-2.948119354,12.84902834
8.239418125,7.847580872,-9.062604218,-3.465293884,12.47892553
8.249226125,7.828121338,-8.713829498,-3.548221436,12.23928852
8.259034125,7.672445068,-8.381819916,-3.529809723,11.8987762
8.268844125,7.410789185,-8.189918976,-3.503165131,11.58735238
8.278653125,7.423213348,-8.137078857,-3.102747803,11.44304123
8.288461125,7.276219025,-8.185578003,-2.620450745,11.26116391
8.298271125,6.974147186,-8.125552826,-2.117945709,10.91554084
8.308077125,6.633156281,-7.829767914,-1.590592346,10.38431567
8.317889125,6.355783081,-7.415130157,-1.158740387,9.834775702
8.327699125,6.084996185,-7.143594818,-0.950822754,9.431976962
8.337509125,5.99548233,-7.328759766,-0.562081146,9.485381557
8.347318125,5.859564972,-7.238048401,-0.137713623,9.31358209
8.357127125,5.950426025,-6.984625397,0.038919067,9.175733023
8.366937125,6.230792999,-6.786736908,0.02335144,9.213203816
8.376745125,6.269113312,-6.23543335,-0.161963196,8.843565053
8.386553125,6.024072876,-5.479954376,-0.357157288,8.151497734
8.396362125,5.623954926,-4.730313263,-0.458197174,7.363061674
8.406170125,5.152585144,-4.190236359,-0.474662933,6.65826699
8.415977125,4.732708282,-3.677402802,-0.290845184,6.000534141
8.425785125,4.740342407,-3.467090149,0.11346405,5.874047525
8.435564125,4.75411377,-3.292702789,0.647403717,5.819159816
8.445403125,4.870721283,-3.0258078,1.288370819,5.877017784
8.455212125,4.937931519,-2.750979309,1.706750793,5.904578995
8.465019125,4.85006424,-2.623594208,1.78084671,5.79463413
8.474828125,4.895569611,-2.44202179,1.730401611,5.737975424
8.484637125,5.129533081,-1.948947144,1.494342499,5.687140239
8.494446125,5.433550873,-1.385069733,1.210233307,5.736423791
8.504254125,5.575755157,-1.256038055,0.853974152,5.778922826
8.514064125,5.781577148,-1.140029297,0.311053162,5.901106268
8.523873125,5.899681549,-1.010249176,0.006137238,5.985556235
8.533682125,6.157894592,-0.703836365,-0.590671692,6.226069746
8.543491125,6.419550476,-0.51956955,-1.263522491,6.56331242
8.553301125,6.528374176,-1.418749695,-2.019300842,6.97926185
8.563110125,6.480623474,-1.631457367,-2.58707016,7.166105342
8.572919125,6.742728424,-1.804497528,-3.793261871,7.944144608
8.582728125,6.394851837,-2.173031158,-4.540058899,8.138078965
8.592536125,6.318360901,-2.820734253,-5.581892395,8.890205223
8.602345125,6.514752502,-3.468287659,-6.252348175,9.672790557
8.612150125,6.709198151,-4.852608948,-6.364764404,10.4437244
8.621963125,7.334897003,-5.247338104,-6.521638184,11.12955686
8.631774125,7.938292236,-6.57238266,-5.457800446,11.66191593
8.641583125,8.664132843,-8.204139404,-4.68974762,12.82064094
8.651393125,9.429341583,-9.307794342,-3.613036652,13.73322803
8.661202125,9.671987,-10.80453186,-3.026406555,14.81365512
8.671010125,9.254954224,-12.00922668,-3.146007843,15.48460747
8.680819125,7.790848846,-12.58971954,-3.235222321,15.15470314
8.690629125,5.365891571,-13.84725449,-3.797602844,15.32843882
8.700439125,3.883075104,-14.03526352,-3.628753967,15.00782295
8.710248125,3.623365173,-14.38209229,-3.566184082,15.25421327
8.720056125,4.470004578,-13.74935806,-3.83442627,14.95756039
